parent_sku,store,store_name,product,category,subcategory,sizes_selling,sizes_total,product_age_weeks,stock_on_hand,weeks_of_cover,current_list_price,current_price,current_discount,current_velocity,recommended_price,recommended_discount,expected_velocity,current_weekly_rev,expected_weekly_rev,rev_delta,urgency,reasons,model_confidence,confidence_tier,action_type
NIIH4119010,2012,Bold Vivo Coquimbo,AIR MAX DN8,Footwear,Street,1,6,4,,,219990,89990,40%,1.0,169990,30%,0.8,89990,127492,37502,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.991,SPECULATIVE,increase
NIHV8066002,2005,Bold Ahumada,NIKE AIR MAX PLUS OG REFLECT,Footwear,Street,2,10,14,,,212990,169990,15%,2.0,249990,Full price,1.5,339980,374985,35005,INCREASE,Selling 2.0 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,0.71,SPECULATIVE,increase
NIBQ6472402,2012,Bold Vivo Coquimbo,WMNS AIR JORDAN 1 MID,Footwear,Street,2,9,1,,,136990,119990,15%,2.5,139990,Full price,2.3,299975,322767,22792,INCREASE,Selling 2.5 u/sem at 15% off -- test higher price,0.974,HIGH,increase
NIHQ7397001,2028,Bold Costanera II,WMNS NIKE FIELD GENERAL,Footwear,Street,1,9,19,,,132990,79990,40%,2.0,99990,30%,1.8,159980,178645,18665,INCREASE,Selling 2.0 u/sem at 40% off -- test higher price,0.015,MEDIUM,increase
NIIF0465401,AB20,Centro Logistico Bold,NIKE FIELD GENERAL (GS),Footwear,Street,1,7,12,,,92990,34990,40%,1.0,69990,30%,0.8,34990,52492,17502,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.004,SPECULATIVE,increase
NIIM6363600,2028,Bold Costanera II,W NIKE AIR MAX DN GLOW,Footwear,Street,1,9,12,,,192990,139990,30%,1.0,169990,20%,0.9,139990,156794,16804,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price,0.999,HIGH,increase
NBPC9060BK,2027,Bold Plaza Egaña,PC9060BK BLK,Footwear,Street,2,6,14,,,84990,59990,30%,2.5,69990,20%,2.3,149975,162402,12427,INCREASE,Selling 2.5 u/sem at 30% off -- test higher price; Sales accelerating,1.0,HIGH,increase
NIAR3565012,2024,Bold Puente,W NIKE SHOX R4,Footwear,Street,1,9,13,,,169990,119990,30%,1.0,139990,20%,0.9,119990,132307,12317,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price,0.995,HIGH,increase
NIDC0774180,2023,Bold Alto Las Condes,WMNS AIR JORDAN 1 LOW,Footwear,Street,1,9,32,,,126990,89990,30%,1.0,109990,20%,0.9,89990,101725,11735,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price,1.0,HIGH,increase
PM39520554,2016,Bold Temuco,Suede XL,Footwear,Street,2,8,23,,,89990,79990,15%,2.0,89990,Full price,1.9,159980,171108,11128,INCREASE,Selling 2.0 u/sem at 15% off -- test higher price,0.985,HIGH,increase
NIIB4414120,2002,Bold Plaza Norte,WMNS JORDAN FLIGHT COURT SE,Footwear,Street,2,6,15,,,122990,89990,30%,2.0,99990,20%,1.9,179980,190933,10953,INCREASE,Selling 2.0 u/sem at 30% off -- test higher price,0.999,HIGH,increase
NIHM5750077,2005,Bold Ahumada,CAP U J RISE MTL JM T/S/M,Equipment,Street,1,3,0,,,29990,24990,15%,7.0,29990,Full price,6.2,174930,185413,10483,INCREASE,Selling 7.0 u/sem at 15% off -- test higher price,0.034,MEDIUM,increase
NIIH1343200,AB20,Centro Logistico Bold,NIKE FIELD GENERAL LTR,Footwear,Street,1,6,32,,,122990,69990,40%,1.0,89990,30%,0.9,69990,80248,10258,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price,1.0,HIGH,increase
NE60691162,2037,Bold Vespucio III,CAP 5950 ST MARINERS BEIGE PIN T/714,Equipment,JOCKEY,2,5,31,,,52990,24990,40%,2.0,39990,30%,1.5,49980,59985,10005,INCREASE,Selling 2.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NE60691172,2037,Bold Vespucio III,CAP 5950 SF GIANTS BEIGE PIN T/738,Equipment,JOCKEY,1,5,30,,,52990,19990,40%,1.0,39990,30%,0.8,19990,29992,10002,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIHV0560223,2025,Bold Maipu,SHORT M J BRK CAT SCRATCH,Apparel,Street,2,4,9,,,49990,29990,40%,2.5,39990,30%,2.1,74975,84105,9130,INCREASE,Selling 2.5 u/sem at 40% off -- test higher price,1.0,HIGH,increase
ADJN3055,2014,Bold Marina,Polera ss REAL LF PURRUS/WHITE,Apparel,Top,1,4,15,,,99990,69990,30%,1.0,89990,20%,0.9,69990,78993,9003,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price,0.182,MEDIUM,increase
NIAR3565103,2032,Bold Tobalaba,W NIKE SHOX R4,Footwear,Street,1,9,27,,,169990,99990,40%,1.0,119990,30%,0.9,99990,108366,8376,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price,1.0,HIGH,increase
NBWS327KC,2002,Bold Plaza Norte,WS327KC BLACK/WHITE,Footwear,Street,1,9,15,,,89990,44990,40%,1.0,69990,30%,0.8,44990,52492,7502,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.083,SPECULATIVE,increase
NIHV6537468,2037,Bold Vespucio III,CREW M NK TECH FLC,Apparel,Street,1,4,15,,,118990,59990,40%,1.0,89990,30%,0.8,59990,67492,7502,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NBPC9060BK,2029,Bold Parque Arauco II,PC9060BK BLK,Footwear,Street,1,6,14,,,84990,59990,30%,1.5,69990,20%,1.4,89985,97441,7456,INCREASE,Selling 1.5 u/sem at 30% off -- test higher price,0.999,HIGH,increase
NIHV0560223,2022,Bold Antofagasta,SHORT M J BRK CAT SCRATCH,Apparel,Street,1,4,9,,,49990,29990,40%,2.0,39990,30%,1.7,59980,67284,7304,INCREASE,Selling 2.0 u/sem at 40% off -- test higher price,0.017,MEDIUM,increase
NIIF0014065,2025,Bold Maipu,POLERA M NSW AIR MAX,Apparel,Street,2,4,19,,,36990,19990,40%,2.8,29990,30%,2.1,54972,61854,6881,INCREASE,Selling 2.8 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
NIIO0570010,2026,Bold La Serena,PANT M NK AIR HYBRID UTL,Apparel,Bottom,1,4,2,,,96990,79990,20%,1.0,89990,15%,1.0,79990,85961,5971,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price,0.981,HIGH,increase
NIIF0014010,2006,Bold El Trébol,POLERA M NSW AIR MAX,Apparel,Street,2,4,19,,,36990,19990,40%,2.2,29990,30%,1.7,44977,50608,5630,INCREASE,Selling 2.2 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
PM39520554,2002,Bold Plaza Norte,Suede XL,Footwear,Street,1,8,24,,,89990,79990,15%,1.0,89990,Full price,1.0,79990,85554,5564,INCREASE,Selling 1.0 u/sem at 15% off -- test higher price,1.0,HIGH,increase
PM39520554,2005,Bold Ahumada,Suede XL,Footwear,Street,1,8,23,,,89990,79990,15%,1.0,89990,Full price,1.0,79990,85554,5564,INCREASE,Selling 1.0 u/sem at 15% off -- test higher price,0.096,MEDIUM,increase
ADJQ9062,AB20,Centro Logistico Bold,JAPAN W FTWWH,Footwear,Street,1,8,12,,,109990,69990,40%,1.0,79990,30%,0.9,69990,75299,5309,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price,1.0,HIGH,increase
ADKD3345,2037,Bold Vespucio III,Camiseta JFA japon,Apparel,Camisetas,1,4,15,,,84990,59990,30%,1.0,69990,20%,0.9,59990,65239,5249,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price,1.0,HIGH,increase
NIFQ3950008,2003,Bold Iquique,JORDAN SPIZIKE LOW (GS),Footwear,Street,1,8,32,,,132990,109990,20%,1.0,119990,15%,1.0,109990,115220,5230,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price,1.0,HIGH,increase
ADJM9952,2024,Bold Puente,Jkt Rugby Polo BLACK/PRERED,Apparel,Top,1,4,29,,,59990,34990,40%,1.0,44990,30%,0.9,34990,40176,5186,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price,1.0,HIGH,increase
NI553558165,2008,Bold Calama,AIR JORDAN 1 LOW,Footwear,Street,2,10,33,,,126990,79990,30%,2.0,109990,20%,1.5,159980,164985,5005,INCREASE,Selling 2.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIH7653103,2005,Bold Ahumada,NIKE CORTEZ (GS),Footwear,Street,2,7,30,,,76990,49990,30%,2.0,69990,20%,1.5,99980,104985,5005,INCREASE,Selling 2.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIH1169010,2002,Bold Plaza Norte,POLERA U NSW LSE LOVE IN AIR,Apparel,Top,1,4,0,,,36990,29990,20%,1.5,34990,15%,1.4,44985,49543,4558,INCREASE,Selling 1.5 u/sem at 20% off -- test higher price,0.933,HIGH,increase
NIHM7158010,2004,Bold Plaza Oeste,PANT M NK TCH WVN,Apparel,Street,1,4,17,,,122990,89990,30%,1.0,99990,20%,0.9,89990,94180,4190,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price,1.0,HIGH,increase
NP95F187023,2002,Bold Plaza Norte,Hoodie JDB MJ DEEP DISH  Blk,Apparel,Top,1,4,24,,,59990,29990,40%,1.0,44990,30%,0.8,29990,33742,3752,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.998,SPECULATIVE,increase
PM31160501,2037,Bold Vespucio III,MB.04 Gem JR,Footwear,Basketball,1,5,18,,,109990,79990,30%,1.0,89990,20%,0.9,79990,83543,3553,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price,1.0,HIGH,increase
NE60691169,2017,Bold Independencia,CAP 5950 NY YANKEES CHAIN T/718,Equipment,JOCKEY,1,5,22,,,62990,49990,20%,1.0,54990,15%,1.0,49990,53251,3261,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price,0.01,MEDIUM,increase
NIHV0091010,2007,Bold Plaza Sur,PANT M J BRK CLLGTE HBR,Apparel,Street,1,4,18,,,66990,54990,20%,1.0,59990,15%,1.0,54990,58086,3096,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price,1.0,HIGH,increase
NIIH1169010,2004,Bold Plaza Oeste,POLERA U NSW LSE LOVE IN AIR,Apparel,Top,1,4,0,,,36990,29990,20%,1.0,34990,15%,0.9,29990,33028,3038,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price,0.94,HIGH,increase
PM68302922,2022,Bold Antofagasta,Polera SS BETTER CLASSICS BLUE,Apparel,Top,1,4,27,,,21990,16990,20%,2.0,19990,15%,1.8,33980,36950,2970,INCREASE,Selling 2.0 u/sem at 20% off -- test higher price,0.944,HIGH,increase
ADIJ5616,2037,Bold Vespucio III,3PACK TRE CRW CUSH,Equipment,SOCKS,1,3,33,,,14990,8990,40%,1.8,12990,30%,1.4,15732,18691,2959,INCREASE,Selling 1.8 u/sem at 40% off -- test higher price; Sales accelerating,1.0,HIGH,increase
ADJX5264,2017,Bold Independencia,Polera ss MGREYH,Apparel,Top,1,4,26,,,22990,9990,40%,1.0,16990,30%,0.8,9990,12742,2752,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.007,SPECULATIVE,increase
NIIF0014010,2026,Bold La Serena,POLERA M NSW AIR MAX,Apparel,Street,1,4,19,,,36990,19990,40%,1.0,29990,30%,0.8,19990,22492,2502,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIF0014065,2017,Bold Independencia,POLERA M NSW AIR MAX,Apparel,Street,1,4,19,,,36990,19990,40%,1.0,29990,30%,0.8,19990,22492,2502,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.998,SPECULATIVE,increase
NIIF0014065,2021,Bold Puerto Montt,POLERA M NSW AIR MAX,Apparel,Street,1,4,19,,,36990,19990,40%,1.0,29990,30%,0.8,19990,22492,2502,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIF0014065,2034,Bold San Bernardo,POLERA M NSW AIR MAX,Apparel,Street,1,4,19,,,36990,19990,40%,1.0,29990,30%,0.8,19990,22492,2502,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIHV1423355,2029,Bold Parque Arauco II,PANT M NK CLUB HVY WT BALLOON,Apparel,Street,1,4,19,,,84990,59990,30%,1.0,69990,20%,0.9,59990,62433,2443,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price,1.0,HIGH,increase
NIHV1423355,AB20,Centro Logistico Bold,PANT M NK CLUB HVY WT BALLOON,Apparel,Street,1,4,20,,,84990,49990,40%,1.0,59990,30%,0.9,49990,52218,2228,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price,1.0,HIGH,increase
ADJV7404,2029,Bold Parque Arauco II,3S CREW S 3P Wh T/red/blu,Equipment,SOCKS,2,3,31,,,12990,8990,30%,2.8,12990,20%,2.1,24722,26791,2069,INCREASE,Selling 2.8 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NP95D266N4V,2005,Bold Ahumada,POLERA JUMPAN AIR EMB,Apparel,Top,1,4,17,,,19990,16990,15%,1.2,19990,Full price,1.2,21237,23098,1861,INCREASE,Selling 1.2 u/sem at 15% off -- test higher price; Sales accelerating,0.999,HIGH,increase
ADJX7977,2002,Bold Plaza Norte,Cap SKATE HAT 2 OLISTR,Equipment,JOCKEY,1,1,26,,,29990,16990,40%,1.0,24990,30%,0.8,16990,18742,1752,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado; Size curve healthy (1/1),1.0,SPECULATIVE,increase
ADJX7977,AB20,Centro Logistico Bold,Cap SKATE HAT 2 OLISTR,Equipment,JOCKEY,1,1,26,,,29990,16990,40%,1.0,24990,30%,0.8,16990,18742,1752,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado; Size curve healthy (1/1),0.999,SPECULATIVE,increase
ADJY2679,2029,Bold Parque Arauco II,TR CREW S 6P MULT,Equipment,SOCKS,1,2,31,,,24990,16990,30%,1.0,24990,20%,0.8,16990,18742,1752,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NBWT51134GAS,AB20,Centro Logistico Bold,Polera NB Harmony Fitted,Apparel,Top,1,4,33,,,32990,16990,40%,1.0,24990,30%,0.8,16990,18742,1752,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.196,SPECULATIVE,increase
NP95F063N4V,2022,Bold Antofagasta,Polera JDB MJ MVP WM og,Apparel,Top,1,4,19,,,24990,16990,30%,1.0,24990,20%,0.8,16990,18742,1752,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
PM63377901,2004,Bold Plaza Oeste,Polera ss PUMA X RIPNDIP,Apparel,Top,1,4,21,,,36990,24990,40%,1.0,29990,30%,0.9,24990,26569,1579,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price,1.0,HIGH,increase
NE60691242,2037,Bold Vespucio III,CAP 1920 DT TIGERS NAVY,Equipment,Street,1,1,32,,,42990,24990,40%,1.2,34990,30%,0.9,31237,32803,1565,INCREASE,Selling 1.2 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating; Size curve healthy (1/1),1.0,SPECULATIVE,increase
ADJV9993,2028,Bold Costanera II,Cap TEAMGEIST BLACK/SIGGNR,Equipment,JOCKEY,1,1,28,,,19990,12990,30%,1.5,16990,20%,1.2,19485,20919,1434,INCREASE,Selling 1.5 u/sem at 30% off -- test higher price; Size curve healthy (1/1),1.0,HIGH,increase
PM02599704,2037,Bold Vespucio III,CAP ESS LOGO PATCH T/ OSFA,Equipment,JOCKEY,1,1,27,,,14990,8990,40%,1.8,12990,30%,1.3,15732,17049,1316,INCREASE,Selling 1.8 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating; Size curve healthy (1/1),1.0,SPECULATIVE,increase
ADJW1040,2020,Bold Florida Center,Short ESS W SHO AURIVY,Apparel,Bottom,1,4,22,,,37990,24990,30%,1.0,34990,20%,0.8,24990,26242,1252,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NE11591141,2025,Bold Maipu,CAP 5950 LA Dodgers RED T/714,Equipment,Street,1,6,12,,,42990,24990,40%,1.0,34990,30%,0.8,24990,26242,1252,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.004,SPECULATIVE,increase
NIIB3297805,2031,Bold Valdivia,CREW M J BRK SBB OVSZ,Apparel,Street,1,4,32,,,38990,24990,30%,1.0,34990,20%,0.8,24990,26242,1252,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.996,SPECULATIVE,increase
CVA11449C,2028,Bold Costanera II,All Star Cruise GS LOW,Footwear,Street,1,9,27,,,49990,29990,40%,1.0,39990,30%,0.8,29990,31077,1087,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price,0.007,MEDIUM,increase
NE60366960,2012,Bold Vivo Coquimbo,YANKEES BLACK T/ 718,Equipment,JOCKEY,1,5,3,,,48490,39990,15%,1.3,49990,Full price,1.1,53320,54357,1037,INCREASE,Selling 1.3 u/sem at 15% off -- test higher price; Sales accelerating,0.998,HIGH,increase
ADJV7404,2037,Bold Vespucio III,3S CREW S 3P Wh T/red/blu,Equipment,SOCKS,1,3,30,,,12990,8990,30%,1.0,12990,20%,0.8,8990,9742,752,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIFQ1759009,2024,Bold Puente,JORDAN SPIZIKE LOW,Footwear,Street,3,10,8,,,172990,149990,15%,4.0,199990,Full price,3.0,599960,599970,10,INCREASE,Selling 4.0 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,0.537,SPECULATIVE,increase
ADJR6176,2028,Bold Costanera II,CAMPUS 00s CF EL I ONIX/CBLACK N°10K,Footwear,Street,2,6,20,,,44990,29990,30%,3.2,39990,20%,2.4,97467,97475,8,INCREASE,Selling 3.2 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
NIFQ1759010,AB20,Centro Logistico Bold,JORDAN SPIZIKE LOW,Footwear,Street,3,10,1,,,172990,149990,15%,3.0,199990,Full price,2.2,449970,449977,7,INCREASE,Selling 3.0 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,0.504,SPECULATIVE,increase
NICT3839115,2037,Bold Vespucio III,AIR FORCE 1 (GS),Footwear,Street,2,8,33,,,102990,59990,40%,2.5,79990,30%,1.9,149975,149981,6,INCREASE,Selling 2.5 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIB3731200,2022,Bold Antofagasta,JORDAN SESSION,Footwear,Street,1,10,16,,,102990,59990,40%,2.5,79990,30%,1.9,149975,149981,6,INCREASE,Selling 2.5 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NBM1000DG,2006,Bold El Trébol,M1000DG Brown,Footwear,Street,2,9,32,,,139990,89990,30%,2.0,119990,20%,1.5,179980,179985,5,INCREASE,Selling 2.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NBM1000DG,2032,Bold Tobalaba,M1000DG Brown,Footwear,Street,2,9,32,,,139990,89990,30%,2.0,119990,20%,1.5,179980,179985,5,INCREASE,Selling 2.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.338,SPECULATIVE,increase
NE60684355,2037,Bold Vespucio III,POLERA NBA WASHED BULLS,Apparel,Top,2,4,20,,,52990,29990,40%,2.0,39990,30%,1.5,59980,59985,5,INCREASE,Selling 2.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NIIB8155600,2028,Bold Costanera II,W NIKE AIR MAX 95 SE 2,Footwear,Street,2,11,1,,,212990,149990,30%,2.0,199990,20%,1.5,299980,299985,5,INCREASE,Selling 2.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.997,SPECULATIVE,increase
PM68302967,2013,Bold Plaza Arica,Polera Boxy BETTER CLASSICS,Apparel,Top,1,4,27,,,21990,14990,30%,2.0,19990,20%,1.5,29980,29985,5,INCREASE,Selling 2.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJS3981,2037,Bold Vespucio III,SL 72 OG W Black,Footwear,Street,1,8,21,,,89990,59990,30%,1.2,79990,20%,0.9,74987,74990,3,INCREASE,Selling 1.2 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
NBML725CG,2028,Bold Costanera II,ML725CG WHT,Footwear,Street,1,6,15,,,99990,59990,40%,1.3,79990,30%,1.0,79986,79990,3,INCREASE,Selling 1.3 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
NBU530ESA,2002,Bold Plaza Norte,U530ESA GREY,Footwear,Street,1,9,20,,,89990,59990,30%,1.2,79990,20%,0.9,74987,74990,3,INCREASE,Selling 1.2 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
PM31082103,2024,Bold Puente,La France Amour JR,Footwear,Street,1,5,26,,,99990,59990,40%,1.2,79990,30%,0.9,74987,74990,3,INCREASE,Selling 1.2 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
PM68302967,2021,Bold Puerto Montt,Polera Boxy BETTER CLASSICS,Apparel,Top,1,4,27,,,21990,14990,30%,1.5,19990,20%,1.1,22485,22488,3,INCREASE,Selling 1.5 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.998,SPECULATIVE,increase
PM68302967,2031,Bold Valdivia,Polera Boxy BETTER CLASSICS,Apparel,Top,1,4,27,,,21990,14990,30%,1.2,19990,20%,0.9,18737,18740,3,INCREASE,Selling 1.2 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
ADJQ0598,2006,Bold El Trébol,TOKYO W BLACK/WHITE,Footwear,Street,1,8,23,,,89990,59990,30%,1.0,79990,20%,0.8,59990,59992,2,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.074,SPECULATIVE,increase
ADJR3607,2011,Bold Imperio,HANDBALL SPEZIAL W LUCRED/GBLU,Footwear,Street,1,8,29,,,99990,59990,40%,1.0,79990,30%,0.8,59990,59992,2,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJR6176,2031,Bold Valdivia,CAMPUS 00s CF EL I ONIX/CBLACK N°10K,Footwear,Street,1,6,20,,,44990,29990,30%,1.0,39990,20%,0.8,29990,29992,2,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJR6176,2035,Bold Talca,CAMPUS 00s CF EL I ONIX/CBLACK N°10K,Footwear,Street,1,6,20,,,44990,29990,30%,1.0,39990,20%,0.8,29990,29992,2,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJR7523,2023,Bold Alto Las Condes,GAZELLE BOLD W AUBURN/CLPINK,Footwear,Street,1,8,19,,,99990,59990,40%,1.0,79990,30%,0.8,59990,59992,2,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJS3894,2024,Bold Puente,GAZELLE BOLD W POWTEA/BLILIL,Footwear,Street,1,8,0,,,99990,59990,40%,1.0,79990,30%,0.8,59990,59992,2,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.004,SPECULATIVE,increase
ADJS3981,2028,Bold Costanera II,SL 72 OG W Black,Footwear,Street,1,8,21,,,89990,59990,30%,1.0,79990,20%,0.8,59990,59992,2,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
CV371527C001,2028,Bold Costanera II,CHUCK TAYLOR ALL STAR MOVE,Footwear,Street,1,8,31,,,52990,29990,40%,1.0,39990,30%,0.8,29990,29992,2,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.006,SPECULATIVE,increase
CVA01015C001,2028,Bold Costanera II,Chuck Taylor All Star EVA Lift,Footwear,Street,1,9,31,,,52990,29990,40%,1.0,39990,30%,0.8,29990,29992,2,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
CVA01015C001,AB20,Centro Logistico Bold,Chuck Taylor All Star EVA Lift,Footwear,Street,1,9,22,,,52990,29990,40%,1.0,39990,30%,0.8,29990,29992,2,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NE60691171,2037,Bold Vespucio III,CAP 5950 TX RANGERS BEIGE PIN T/714,Equipment,JOCKEY,1,5,32,,,52990,29990,40%,1.0,39990,30%,0.8,29990,29992,2,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIDN1791600,AB20,Centro Logistico Bold,W NIKE CORTEZ,Footwear,Street,1,9,29,,,102990,59990,40%,1.0,79990,30%,0.8,59990,59992,2,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.005,SPECULATIVE,increase
NIHF5509002,2028,Bold Costanera II,W AIR MAX DN8,Footwear,Street,1,8,26,,,219990,149990,30%,1.0,199990,20%,0.8,149990,149992,2,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIHF5509602,2025,Bold Maipu,W AIR MAX DN8,Footwear,Street,1,9,15,,,219990,149990,30%,1.0,199990,20%,0.8,149990,149992,2,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.005,SPECULATIVE,increase
NIHF5509602,2037,Bold Vespucio III,W AIR MAX DN8,Footwear,Street,1,9,14,,,219990,149990,30%,1.0,199990,20%,0.8,149990,149992,2,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.007,SPECULATIVE,increase
