parent_sku,store,store_name,product,category,subcategory,sizes_selling,sizes_total,product_age_weeks,stock_on_hand,weeks_of_cover,current_list_price,current_price,current_discount,current_velocity,recommended_price,recommended_discount,expected_velocity,current_weekly_rev,expected_weekly_rev,rev_delta,urgency,reasons,model_confidence,confidence_tier,action_type
NBM1000S,2023,Bold Alto Las Condes,M1000S Grey/blue,Footwear,Street,1,10,27,,,139990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.006,SPECULATIVE,increase
NBU1906RNB,2028,Bold Costanera II,U1906RNB BLACK,Footwear,Street,1,14,24,,,129990,99990,20%,1.0,119990,15%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.006,SPECULATIVE,increase
NBU2010ETN,AB20,Centro Logistico Bold,U2010ETN GREEN,Footwear,Street,1,13,0,,,139990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.003,SPECULATIVE,increase
NBU2010TTO,2037,Bold Vespucio III,U2010TTO Blue/blk,Footwear,Street,1,16,27,,,139990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.995,SPECULATIVE,increase
NBU471RB,2033,Bold Rancagua,U471RB grey,Footwear,Street,1,8,24,,,84990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.006,SPECULATIVE,increase
NBU9060AUB,2023,Bold Alto Las Condes,U9060AUB GREY,Footwear,Street,1,14,34,,,144990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NBU9060AUC,2033,Bold Rancagua,U9060AUC White,Footwear,Street,1,14,22,,,144990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.994,SPECULATIVE,increase
NBU9060CCB,2016,Bold Temuco,U9060CCB Orange,Footwear,Street,1,9,21,,,144990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NBU9060CCC,2025,Bold Maipu,U9060CCC Brown,Footwear,Street,1,9,20,,,144990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.005,SPECULATIVE,increase
NBU9060ORA,2002,Bold Plaza Norte,U9060ORA BLACK,Footwear,Street,1,16,18,,,144990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.07,SPECULATIVE,increase
NIFQ3426010,2028,Bold Costanera II,JACKET M NK CLUB KNIT,Apparel,Street,1,4,32,,,66990,54990,20%,1.0,59990,15%,0.8,54990,44992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIFV7655410,2028,Bold Costanera II,Pant W NSW NK WR WVN,Apparel,Street,1,4,18,,,82990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.007,SPECULATIVE,increase
NIHF9291010,2037,Bold Vespucio III,PANT M J AIR JDN CHINO T/30,Apparel,Bottom,1,3,19,,,112990,69990,40%,1.0,79990,30%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.995,SPECULATIVE,increase
NIHQ2091007,2023,Bold Alto Las Condes,JORDAN MAX AURA 7,Footwear,Street,1,10,22,,,142990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.005,SPECULATIVE,increase
NIHQ2186002,2037,Bold Vespucio III,WMNS AIR JORDAN 1 MM LOW V3,Footwear,Street,1,9,27,,,144990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.006,SPECULATIVE,increase
NIHQ3821104,2029,Bold Parque Arauco II,NIKE DUNK LOW WS,Footwear,Street,1,7,0,,,142990,99990,30%,1.0,119990,20%,0.8,99990,89992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.003,SPECULATIVE,increase
NIHQ6109077,2017,Bold Independencia,JKT M NK CLUB WVN TRK,Apparel,Street,1,3,31,,,94990,69990,30%,1.0,79990,20%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NIHV0530010,2032,Bold Tobalaba,PANT M J FLT UTILITY,Apparel,Street,1,4,28,,,86990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIF1266696,2030,Bold Alameda,HOODIE M NK AIR PO,Apparel,Top,1,4,5,,,82990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.191,SPECULATIVE,increase
NIIF1274072,2037,Bold Vespucio III,HOODIE FZ M NK AIR BB,Apparel,Top,1,4,8,,,86990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.99,SPECULATIVE,increase
NIII0765001,2036,Bold Chiloé,FORCE 1 LOW EASYON LV8 4 BP N°2Y,Footwear,Street,1,6,20,,,92990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.007,SPECULATIVE,increase
NIII0765001,2037,Bold Vespucio III,FORCE 1 LOW EASYON LV8 4 BP N°2Y,Footwear,Street,1,6,20,,,92990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
PM39520533,2028,Bold Costanera II,Suede XL,Footwear,Street,1,15,6,,,89990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.987,SPECULATIVE,increase
PM39520579,2003,Bold Iquique,Suede XL,Footwear,Street,1,15,18,,,89990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
PM39520579,2005,Bold Ahumada,Suede XL,Footwear,Street,1,15,21,,,89990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
PM39520579,2011,Bold Imperio,Suede XL,Footwear,Street,1,15,21,,,89990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
PM40365101,2005,Bold Ahumada,Suede XL RIPNDIP,Footwear,Street,1,15,21,,,94990,69990,30%,1.0,79990,20%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
VN000D22BRD,2004,Bold Plaza Oeste,Knu Skool,Footwear,Street,1,15,22,,,89990,69990,20%,1.0,79990,15%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
VN000D70B9P,2028,Bold Costanera II,Upland Black/pink,Footwear,Street,1,9,19,,,94990,69990,30%,1.0,79990,20%,0.8,69990,59992,-9997,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.992,SPECULATIVE,increase
NIDM0032701,2013,Bold Plaza Arica,NIKE AIR MAX PLUS,Footwear,Street,1,9,18,,,194990,119990,40%,1.0,139990,30%,0.8,119990,109245,-10744,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price,1.0,HIGH,increase
NIHV0530010,2025,Bold Maipu,PANT M J FLT UTILITY,Apparel,Street,1,4,28,,,86990,59990,30%,1.5,69990,20%,1.1,89985,78738,-11246,INCREASE,Selling 1.5 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.997,SPECULATIVE,increase
NIIH2090300,2027,Bold Plaza Egaña,TOTAL 90 PRM,Footwear,Street,1,8,26,,,142990,89990,40%,1.5,109990,30%,1.1,134985,123738,-11246,INCREASE,Selling 1.5 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADIH9761,2023,Bold Alto Las Condes,HANDBALL SPEZIAL CLAY/WONALU,Footwear,Street,2,8,16,,,99990,79990,15%,2.3,99990,Full price,1.7,186643,174982,-11660,INCREASE,Selling 2.3 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
ADKE3530,2026,Bold La Serena,Pant BECKENBAUER BLACK,Apparel,Bottom,1,4,12,,,59990,49990,20%,1.3,54990,15%,1.0,66653,54990,-11663,INCREASE,Selling 1.3 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
ADJP7975,2012,Bold Vivo Coquimbo,CAMPUS 00s J CBLACK/GLOPNK,Footwear,Street,2,7,19,,,64990,49990,20%,2.5,59990,15%,1.9,124975,112481,-12493,INCREASE,Selling 2.5 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.997,SPECULATIVE,increase
NICW2626007,2025,Bold Maipu,"NIKE SHOX R4 YA N°4,5Y",Footwear,Street,2,8,15,,,132990,79990,40%,2.5,99990,30%,1.9,199975,187481,-12493,INCREASE,Selling 2.5 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NICW2626007,2026,Bold La Serena,"NIKE SHOX R4 YA N°4,5Y",Footwear,Street,2,8,17,,,132990,79990,40%,2.5,99990,30%,1.9,199975,187481,-12493,INCREASE,Selling 2.5 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJQ2002,2023,Bold Alto Las Condes,CAMPUS 00s CF EL I AUCO/FTWWHT N°10K,Footwear,Street,2,6,16,,,47990,39990,20%,2.0,44990,15%,1.5,79980,67485,-12495,INCREASE,Selling 2.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
ADJR6192,2017,Bold Independencia,"CAMPUS 00s C ONIX/CBLACK/HALSIL N°11,5K",Footwear,Street,2,8,20,,,54990,39990,30%,2.0,44990,20%,1.5,79980,67485,-12495,INCREASE,Selling 2.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIHF9910011,2031,Bold Valdivia,SHORT M J DF SPRT DMND,Apparel,Street,2,4,30,,,48990,39990,20%,2.0,44990,15%,1.5,79980,67485,-12495,INCREASE,Selling 2.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIHF9910011,2036,Bold Chiloé,SHORT M J DF SPRT DMND,Apparel,Street,2,4,31,,,48990,39990,20%,2.0,44990,15%,1.5,79980,67485,-12495,INCREASE,Selling 2.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJN3057,2037,Bold Vespucio III,Pant REAL ICON TP BLUBIR/WHITE,Apparel,Bottom,1,4,30,,,69990,54990,20%,1.2,59990,15%,0.9,68737,56240,-12496,INCREASE,Selling 1.2 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
ADJS1418,2006,Bold El Trébol,GAZELLE INDOOR W SANSTR/PREBRN,Footwear,Street,1,8,20,,,92990,69990,20%,1.2,79990,15%,0.9,87487,74990,-12496,INCREASE,Selling 1.2 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
ADJS1418,2016,Bold Temuco,GAZELLE INDOOR W SANSTR/PREBRN,Footwear,Street,1,8,20,,,92990,69990,20%,1.2,79990,15%,0.9,87487,74990,-12496,INCREASE,Selling 1.2 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
ADJW5869,2028,Bold Costanera II,Pant TEAMGEIST TP BLACK/SIGGNR,Apparel,Bottom,1,4,27,,,69990,54990,20%,1.2,59990,15%,0.9,68737,56240,-12496,INCREASE,Selling 1.2 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
PM39520579,2031,Bold Valdivia,Suede XL,Footwear,Street,1,15,21,,,89990,69990,20%,1.2,79990,15%,0.9,87487,74990,-12496,INCREASE,Selling 1.2 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado; Sales accelerating,1.0,SPECULATIVE,increase
ADIH6754,2006,Bold El Trébol,CAMPUS 00s BRN/BLACK/WHT,Footwear,Street,1,8,12,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADIH6754,2026,Bold La Serena,CAMPUS 00s BRN/BLACK/WHT,Footwear,Street,1,8,5,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.004,SPECULATIVE,increase
ADIH6754,2029,Bold Parque Arauco II,CAMPUS 00s BRN/BLACK/WHT,Footwear,Street,1,8,12,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADIH9651,2023,Bold Alto Las Condes,GAZELLE INDOOR AURIVY/CWHITE,Footwear,Street,1,7,12,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.988,SPECULATIVE,increase
ADIH9651,2026,Bold La Serena,GAZELLE INDOOR AURIVY/CWHITE,Footwear,Street,1,7,11,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.004,SPECULATIVE,increase
ADIH9651,2027,Bold Plaza Egaña,GAZELLE INDOOR AURIVY/CWHITE,Footwear,Street,1,7,11,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
ADIH9651,2029,Bold Parque Arauco II,GAZELLE INDOOR AURIVY/CWHITE,Footwear,Street,1,7,12,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADIH9761,2028,Bold Costanera II,HANDBALL SPEZIAL CLAY/WONALU,Footwear,Street,1,8,16,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJP8158,2020,Bold Florida Center,SUPERSTAR II W PREBRN/CREWHT,Footwear,Street,1,8,22,,,89990,79990,15%,1.0,89990,Full price,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,0.006,SPECULATIVE,increase
ADJP8158,2037,Bold Vespucio III,SUPERSTAR II W PREBRN/CREWHT,Footwear,Street,1,8,22,,,89990,79990,15%,1.0,89990,Full price,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,0.006,SPECULATIVE,increase
ADJP8164,2028,Bold Costanera II,SUPERSTAR II W CBLACK/CBLACK,Footwear,Street,1,8,26,,,109990,79990,30%,1.0,89990,20%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJR1256,2004,Bold Plaza Oeste,SAMBA OG W DBROWN/OWHITE/GUM3,Footwear,Street,1,8,17,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.998,SPECULATIVE,increase
ADJR1256,2007,Bold Plaza Sur,SAMBA OG W DBROWN/OWHITE/GUM3,Footwear,Street,1,8,17,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.998,SPECULATIVE,increase
ADJR1256,2032,Bold Tobalaba,SAMBA OG W DBROWN/OWHITE/GUM3,Footwear,Street,1,8,17,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADJR7523,2002,Bold Plaza Norte,GAZELLE BOLD W AUBURN/CLPINK,Footwear,Street,1,8,19,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
ADKK1153,2007,Bold Plaza Sur,HANDBALL SPEZIAL EARSTR/WHI,Footwear,Street,1,7,17,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
CAH3311200E0203,2037,Bold Vespucio III,JACKET DITROIT BLACK,Apparel,Top,1,4,12,,,280990,199990,30%,1.0,249990,20%,0.8,199990,187492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NBU530SUB,2020,Bold Florida Center,U530SUB wht/blue,Footwear,Street,1,9,32,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.007,SPECULATIVE,increase
NBU530SUB,2029,Bold Parque Arauco II,U530SUB wht/blue,Footwear,Street,1,9,34,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NBU530SUB,2037,Bold Vespucio III,U530SUB wht/blue,Footwear,Street,1,9,33,,,99990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.993,SPECULATIVE,increase
NI415082009,2008,Bold Calama,NIKE AIR MORE UPTEMPO (GS) N°6Y,Footwear,Street,1,8,34,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.996,SPECULATIVE,increase
NI553558040,2006,Bold El Trébol,AIR JORDAN 1 LOW,Footwear,Street,1,10,14,,,126990,109990,15%,1.0,129990,Full price,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NI553558040,2013,Bold Plaza Arica,AIR JORDAN 1 LOW,Footwear,Street,1,10,16,,,126990,109990,15%,1.0,129990,Full price,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NI553558040,2032,Bold Tobalaba,AIR JORDAN 1 LOW,Footwear,Street,1,10,15,,,126990,109990,15%,1.0,129990,Full price,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 15% off -- test higher price; Sin elasticidad — volumen estimado,0.982,SPECULATIVE,increase
NI553558165,2004,Bold Plaza Oeste,AIR JORDAN 1 LOW,Footwear,Street,1,10,33,,,126990,79990,40%,1.0,89990,30%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NI553558165,2032,Bold Tobalaba,AIR JORDAN 1 LOW,Footwear,Street,1,10,29,,,126990,79990,40%,1.0,89990,30%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 40% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NICD0609041,2004,Bold Plaza Oeste,AIR MAX PLUS BG N°7Y,Footwear,Street,1,8,12,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NICD0609041,2026,Bold La Serena,AIR MAX PLUS BG N°7Y,Footwear,Street,1,8,12,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.158,SPECULATIVE,increase
NICD0609041,2028,Bold Costanera II,AIR MAX PLUS BG N°7Y,Footwear,Street,1,8,12,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.005,SPECULATIVE,increase
NICD0609041,2031,Bold Valdivia,AIR MAX PLUS BG N°7Y,Footwear,Street,1,8,12,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.005,SPECULATIVE,increase
NICD0609041,2033,Bold Rancagua,AIR MAX PLUS BG N°7Y,Footwear,Street,1,8,12,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NICD0609041,2034,Bold San Bernardo,AIR MAX PLUS BG N°7Y,Footwear,Street,1,8,12,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.005,SPECULATIVE,increase
NIDZ3670600,2017,Bold Independencia,W AIR MAX PLUS BODY FADE,Footwear,Street,1,9,14,,,194990,139990,30%,1.0,169990,20%,0.8,139990,127492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.992,SPECULATIVE,increase
NIDZ3670600,2026,Bold La Serena,W AIR MAX PLUS BODY FADE,Footwear,Street,1,9,12,,,194990,139990,30%,1.0,169990,20%,0.8,139990,127492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIHF5531500,2005,Bold Ahumada,AIR MAX DN SE,Footwear,Street,1,10,9,,,192990,139990,30%,1.0,169990,20%,0.8,139990,127492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIHQ2091002,2034,Bold San Bernardo,JORDAN MAX AURA 7,Footwear,Street,1,10,17,,,142990,109990,20%,1.0,129990,15%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.99,SPECULATIVE,increase
NIHQ2091002,2036,Bold Chiloé,JORDAN MAX AURA 7,Footwear,Street,1,10,19,,,142990,109990,20%,1.0,129990,15%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NIHQ3950004,2017,Bold Independencia,JORDAN MVP 92,Footwear,Street,1,10,16,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIHQ3950004,2029,Bold Parque Arauco II,JORDAN MVP 92,Footwear,Street,1,10,16,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NIHQ3950200,2004,Bold Plaza Oeste,JORDAN MVP 92,Footwear,Street,1,10,27,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.007,SPECULATIVE,increase
NIHQ3950200,2028,Bold Costanera II,JORDAN MVP 92,Footwear,Street,1,10,23,,,152990,109990,30%,1.0,129990,20%,0.8,109990,97492,-12497,INCREASE,Selling 1.0 u/sem at 30% off -- test higher price; Sin elasticidad — volumen estimado,0.999,SPECULATIVE,increase
NIHV4861602,2008,Bold Calama,W AIR MAX DN,Footwear,Street,1,9,28,,,192990,139990,20%,1.0,169990,15%,0.8,139990,127492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.006,SPECULATIVE,increase
NIIB3731001,2005,Bold Ahumada,JORDAN SESSION,Footwear,Street,1,10,29,,,102990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIB3731001,2022,Bold Antofagasta,JORDAN SESSION,Footwear,Street,1,10,29,,,102990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIB3731001,2028,Bold Costanera II,JORDAN SESSION,Footwear,Street,1,10,28,,,102990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
NIIB3731001,2036,Bold Chiloé,JORDAN SESSION,Footwear,Street,1,10,29,,,102990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,0.007,SPECULATIVE,increase
NIIB3731001,2037,Bold Vespucio III,JORDAN SESSION,Footwear,Street,1,10,29,,,102990,79990,20%,1.0,89990,15%,0.8,79990,67492,-12497,INCREASE,Selling 1.0 u/sem at 20% off -- test higher price; Sin elasticidad — volumen estimado,1.0,SPECULATIVE,increase
