parent_sku,store,store_name,product,category,subcategory,sizes_selling,sizes_total,product_age_weeks,current_list_price,current_price,current_discount,current_velocity,recommended_price,recommended_discount,expected_velocity,current_weekly_rev,expected_weekly_rev,rev_delta,urgency,reasons,model_confidence,action_type
BMBCL031980S2,B024,Bamers Plaza Oeste,UNISEX AIRLINE NAVY WHITE 25,Footwear,Clogs,1,5,167,19990,19990,0%,1.5,11990,40%,6.0,29985,71940,41955,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.997,decrease
BMBTCL031980S2,B024,Bamers Plaza Oeste,UNISEX AIRLINE NAVY WHITE 30,Footwear,Clogs,1,6,167,24990,19990,20%,1.0,14990,40%,4.0,20000,59960,39960,MEDIUM,Product is 167 weeks old,1.0,decrease
BMBTCL031980S2,B047,Bamers Plaza Norte II,UNISEX AIRLINE NAVY WHITE 30,Footwear,Clogs,1,6,167,24990,24990,0%,1.0,14990,40%,4.0,24990,59960,34970,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.995,decrease
BMBCL031944S3,B004,Bamers Plaza Antofagasta,BOY AIRLINE RED 29,Footwear,Clogs,1,5,166,19990,19990,0%,1.2,11990,40%,5.0,24987,59950,34962,MEDIUM,Product is 166 weeks old; Discounted in other channels,0.999,decrease
BMGKCL031958S3,B019,Bamers Portal La Reina,GIRL AIRLINE LIGHT PINK,Footwear,Clogs,1,5,166,19990,19990,0%,1.2,11990,40%,5.0,24987,59950,34962,MEDIUM,Product is 166 weeks old; Discounted in other channels,0.999,decrease
BMGKCL031958S3,B024,Bamers Plaza Oeste,GIRL AIRLINE LIGHT PINK,Footwear,Clogs,1,5,167,19990,19990,0%,1.2,11990,40%,5.0,24987,59950,34962,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.996,decrease
BMWSS075337W25,B058,Bamers Florida Center II,WOMEN PIAMONTE LEATHER CARAMEL 36,Footwear,Slipper,1,6,50,49990,49990,0%,1.3,41990,15%,2.4,66653,100776,34122,MEDIUM,Size curve breaking (50% attrition); Product is 50 weeks old; Discounted in other channels,0.827,decrease
BMKSN073816S5,B019,Bamers Portal La Reina,UNISEX KIDS KEPLER ATHLETIC WHITE 26,Footwear,Sneakers,1,5,72,19990,13990,30%,1.0,11990,40%,4.0,14000,47960,33960,MEDIUM,Product is 72 weeks old,1.0,decrease
BMKSN073816S5,B047,Bamers Plaza Norte II,UNISEX KIDS KEPLER ATHLETIC WHITE 26,Footwear,Sneakers,1,5,71,19990,13990,30%,1.0,11990,40%,4.0,14000,47960,33960,MEDIUM,Product is 71 weeks old,1.0,decrease
BMKSN073816S5,B048,Bamers Parque Arauco II,UNISEX KIDS KEPLER ATHLETIC WHITE 26,Footwear,Sneakers,1,5,70,19990,13990,30%,1.0,11990,40%,4.0,14000,47960,33960,MEDIUM,Product is 70 weeks old,1.0,decrease
BMUSN073801S5,B048,Bamers Parque Arauco II,UNISEX KEPLER ATHLETIC BLACK 35,Footwear,Sneakers,1,6,72,19990,13990,30%,1.0,11990,40%,4.0,14000,47960,33960,MEDIUM,Product is 72 weeks old,1.0,decrease
BMUSN073801S5,B058,Bamers Florida Center II,UNISEX KEPLER ATHLETIC BLACK 35,Footwear,Sneakers,1,6,72,19990,13990,30%,1.0,11990,40%,4.0,14000,47960,33960,MEDIUM,Product is 72 weeks old,1.0,decrease
BMBCL031980S2,B050,Bamers Curico II,UNISEX AIRLINE NAVY WHITE 25,Footwear,Clogs,1,5,167,19990,19990,0%,1.2,13990,30%,3.8,24987,52462,27475,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.996,decrease
BMUBA102256W26,B055,Bamers Costanera Center I,PACK BAMITS SPACE 2 MULTI,Equipment,Charms,1,1,11,5990,5990,0%,3.8,3990,30%,11.2,22462,44887,22425,MEDIUM,Velocity declining; Discounted in other channels,0.922,decrease
BMGCL056160S3,B046,Bamers Plaza Vespucio II,GIRL BABY AIRLINE LILAC 19,Footwear,Clogs,1,6,167,16990,13990,20%,1.0,11990,30%,3.0,13600,35970,22370,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWSS061601S3,B004,Bamers Plaza Antofagasta,WOMEN SLIPPER CLASSIC BUCKLE BLACK 41,Footwear,Slipper,1,7,166,39990,39990,0%,1.0,33990,15%,1.8,39990,61182,21192,MEDIUM,Product is 166 weeks old; Discounted in other channels,0.988,decrease
BMWSS061601S3,B059,Bamers Alto las Condes II,WOMEN SLIPPER CLASSIC BUCKLE BLACK 41,Footwear,Slipper,1,7,166,39990,39990,0%,1.0,33990,15%,1.8,39990,61182,21192,MEDIUM,Product is 166 weeks old; Discounted in other channels,0.99,decrease
BMWBO075501W25,B012,Bamers Mall Center Concep,WOMEN BLAST MINI PLATF LEATH  BLK 35,Footwear,Boots,2,6,41,59990,53990,15%,2.0,47990,20%,2.3,107990,109858,1868,MEDIUM,Product is 41 weeks old,0.955,decrease
BMWBO075501W25,B050,Bamers Curico II,WOMEN BLAST MINI PLATF LEATH  BLK 35,Footwear,Boots,2,6,44,59990,53990,15%,2.0,47990,20%,2.3,107990,109858,1868,MEDIUM,Product is 44 weeks old,0.936,decrease
BMWSN071316W4,B012,Bamers Mall Center Concep,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,29990,23990,20%,1.0,20990,30%,1.1,23992,22813,-1178,MEDIUM,Size curve breaking (50% attrition); Product is 111 weeks old,0.999,decrease
BMWSN071316W4,B008,Bamers Arauco Maipu,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.0,14990,40%,1.1,17500,16295,-1204,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN071316W4,B010,Bamers Portal Osorno,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.0,14990,40%,1.1,17500,16295,-1204,MEDIUM,Size curve breaking (33% attrition); Product is 111 weeks old,1.0,decrease
BMWSN071316W4,B024,Bamers Plaza Oeste,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.0,14990,40%,1.1,17500,16295,-1204,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN071316W4,B046,Bamers Plaza Vespucio II,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.0,14990,40%,1.1,17500,16295,-1204,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN071316W4,B002,Bamers Apumanque,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.2,14990,40%,1.4,21875,20369,-1505,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN071316W4,B004,Bamers Plaza Antofagasta,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.2,14990,40%,1.4,21875,20369,-1505,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN071316W4,B011,Bamers Plaza Tobalaba,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.2,14990,40%,1.4,21875,20369,-1505,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN071316W4,B050,Bamers Curico II,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.2,14990,40%,1.4,21875,20369,-1505,MEDIUM,Product is 111 weeks old,1.0,decrease
BMGTCL031947S5,B602,Bamers Easton Center,GIRL AIRLINE FUCHSIA 34,Footwear,Clogs,1,6,65,19990,15990,20%,1.0,13990,30%,1.0,16000,14469,-1530,MEDIUM,Size curve breaking (40% attrition); Product is 65 weeks old,1.0,decrease
BMUSN073816S5,B019,Bamers Portal La Reina,UNISEX KEPLER ATHLETIC WHITE 34,Footwear,Sneakers,1,6,71,19990,13990,30%,1.0,11990,40%,1.0,14000,12386,-1613,MEDIUM,Product is 71 weeks old,1.0,decrease
BMUSN073816S5,B047,Bamers Plaza Norte II,UNISEX KEPLER ATHLETIC WHITE 34,Footwear,Sneakers,1,6,72,19990,13990,30%,1.0,11990,40%,1.0,14000,12386,-1613,MEDIUM,Product is 72 weeks old,1.0,decrease
BMWSN079501W25,B054,Bamers Mall Plaza La Sere,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,1,6,60,24990,16990,30%,1.0,14990,40%,1.0,16990,15372,-1617,MEDIUM,Size curve breaking (33% attrition); Product is 60 weeks old,1.0,decrease
BMKSN073801S5,B048,Bamers Parque Arauco II,UNISEX KIDS KEPLER ATHLETIC BLACK 27,Footwear,Sneakers,1,5,72,19990,13990,30%,1.0,11990,40%,1.0,14000,12351,-1648,MEDIUM,Product is 72 weeks old,1.0,decrease
BMKSN073801S5,B049,Bamers El Trebol II,UNISEX KIDS KEPLER ATHLETIC BLACK 27,Footwear,Sneakers,1,5,72,19990,13990,30%,1.0,11990,40%,1.0,14000,12351,-1648,MEDIUM,Size curve breaking (40% attrition); Product is 72 weeks old,1.0,decrease
BMWSN095801W26,B054,Bamers Mall Plaza La Sere,WOMEN VERACRUZ BLACK,Footwear,Sneakers,1,6,8,24990,17990,30%,1.5,14990,40%,1.6,26250,24566,-1683,MEDIUM,Velocity declining; Size curve breaking (33% attrition),1.0,decrease
BMWSN0908AWHAS,B004,Bamers Plaza Antofagasta,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,1,6,44,24990,17990,30%,1.0,14990,40%,1.1,17500,15781,-1718,MEDIUM,Size curve breaking (33% attrition); Product is 44 weeks old,1.0,decrease
BMWSN0908AWHAS,B019,Bamers Portal La Reina,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,1,6,46,24990,17990,30%,1.0,14990,40%,1.1,17500,15781,-1718,MEDIUM,Size curve breaking (50% attrition); Product is 46 weeks old,1.0,decrease
BMWSN0908AWHAS,B056,Bamers Rosas,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,1,6,43,24990,17990,30%,1.0,14990,40%,1.1,17500,15781,-1718,MEDIUM,Size curve breaking (33% attrition); Product is 43 weeks old,1.0,decrease
BMWSN090801AS,B002,Bamers Apumanque,WOMEN MUNICH III BLACK 36,Footwear,Sneakers,1,6,35,24990,17990,30%,1.0,14990,40%,1.0,17500,15728,-1771,MEDIUM,Size curve breaking (50% attrition); Product is 35 weeks old,1.0,decrease
BMWSN090801AS,B047,Bamers Plaza Norte II,WOMEN MUNICH III BLACK 36,Footwear,Sneakers,1,6,37,24990,17990,30%,1.0,14990,40%,1.0,17500,15728,-1771,MEDIUM,Size curve breaking (33% attrition); Product is 37 weeks old,1.0,decrease
BMWSN071316W4,B019,Bamers Portal La Reina,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.5,14990,40%,1.6,26250,24443,-1806,MEDIUM,Size curve breaking (33% attrition); Product is 111 weeks old,1.0,decrease
BMUBA101656W26,B052,Bamers Coquimbo,PACK BAMITS CUTE 2 MULTI,Equipment,Street,1,1,7,5990,5990,0%,1.5,3990,40%,1.8,8985,7092,-1892,MEDIUM,Velocity declining; Discounted in other channels,0.954,decrease
BMWCL036464S2,B056,Bamers Rosas,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,1,6,167,34990,22990,30%,1.5,20990,40%,1.6,34639,32669,-1969,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWSN071316W4,B060,Bamers Marina Arauco II,WOMEN MUNICH WHITE 40,Footwear,Sneakers,1,6,111,24990,17990,30%,1.7,14990,40%,1.8,29166,27159,-2006,MEDIUM,Product is 111 weeks old,0.999,decrease
BMUSN073816S5,B050,Bamers Curico II,UNISEX KEPLER ATHLETIC WHITE 34,Footwear,Sneakers,1,6,72,19990,13990,30%,1.2,11990,40%,1.3,17500,15483,-2016,MEDIUM,Product is 72 weeks old,1.0,decrease
BMUSN073816S5,B052,Bamers Coquimbo,UNISEX KEPLER ATHLETIC WHITE 34,Footwear,Sneakers,1,6,72,19990,13990,30%,1.2,11990,40%,1.3,17500,15483,-2016,MEDIUM,Product is 72 weeks old,1.0,decrease
BMWSN079501W25,B024,Bamers Plaza Oeste,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,1,6,59,24990,16990,30%,1.2,14990,40%,1.3,21237,19215,-2022,MEDIUM,Size curve breaking (33% attrition); Product is 59 weeks old,1.0,decrease
BMWSN079501W25,B012,Bamers Mall Center Concep,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,1,6,59,24990,17990,30%,1.0,14990,40%,1.0,17500,15469,-2030,MEDIUM,Product is 59 weeks old,1.0,decrease
BMKSN073801S5,B054,Bamers Mall Plaza La Sere,UNISEX KIDS KEPLER ATHLETIC BLACK 27,Footwear,Sneakers,1,5,71,19990,13990,30%,1.2,11990,40%,1.3,17500,15439,-2060,MEDIUM,Product is 71 weeks old,1.0,decrease
BMWSN0908AWHAS,B008,Bamers Arauco Maipu,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,1,6,45,24990,17990,30%,1.2,14990,40%,1.3,21875,19727,-2147,MEDIUM,Product is 45 weeks old,1.0,decrease
BMWSN0908AWHAS,B010,Bamers Portal Osorno,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,1,6,43,24990,17990,30%,1.2,14990,40%,1.3,21875,19727,-2147,MEDIUM,Size curve breaking (33% attrition); Product is 43 weeks old,1.0,decrease
BMUSN073816S5,B058,Bamers Florida Center II,UNISEX KEPLER ATHLETIC WHITE 34,Footwear,Sneakers,1,6,72,19990,13990,30%,1.3,11990,40%,1.4,18666,16515,-2150,MEDIUM,Size curve breaking (33% attrition); Product is 72 weeks old,1.0,decrease
BMWSN071316W4,B056,Bamers Rosas,WOMEN MUNICH WHITE 40,Footwear,Sneakers,2,6,111,24990,17990,30%,2.0,14990,40%,2.2,35000,32591,-2408,MEDIUM,Product is 111 weeks old,0.999,decrease
BMWSN071316W4,B058,Bamers Florida Center II,WOMEN MUNICH WHITE 40,Footwear,Sneakers,2,6,111,24990,17990,30%,2.0,14990,40%,2.2,35000,32591,-2408,MEDIUM,Product is 111 weeks old,1.0,decrease
BMUSN073816S5,B054,Bamers Mall Plaza La Sere,UNISEX KEPLER ATHLETIC WHITE 34,Footwear,Sneakers,1,6,71,19990,13990,30%,1.5,11990,40%,1.5,21000,18580,-2419,MEDIUM,Product is 71 weeks old,1.0,decrease
BMUSN073816S5,B057,Bamers Puerto Varas II,UNISEX KEPLER ATHLETIC WHITE 34,Footwear,Sneakers,1,6,72,19990,13990,30%,1.5,11990,40%,1.5,21000,18580,-2419,MEDIUM,Product is 72 weeks old,0.999,decrease
BMWSN079501W25,B011,Bamers Plaza Tobalaba,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,1,6,60,24990,17990,30%,1.2,14990,40%,1.3,21875,19337,-2537,MEDIUM,Product is 60 weeks old,1.0,decrease
BMWSN071316W4,B059,Bamers Alto las Condes II,WOMEN MUNICH WHITE 40,Footwear,Sneakers,2,6,111,24990,17990,30%,2.2,14990,40%,2.4,39375,36665,-2709,MEDIUM,Product is 111 weeks old,0.999,decrease
BMUBA101656W26,B022,Bamers Plaza Egaña,PACK BAMITS CUTE 2 MULTI,Equipment,Street,1,1,7,5990,5990,0%,2.0,3990,30%,2.3,11980,9087,-2892,MEDIUM,Velocity declining; Discounted in other channels,0.995,decrease
BMWSN0908AWHAS,B055,Bamers Costanera Center I,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,1,6,43,24990,17990,30%,1.8,14990,40%,1.8,30625,27618,-3006,MEDIUM,Product is 43 weeks old,1.0,decrease
BMWSN071316W4,B052,Bamers Coquimbo,WOMEN MUNICH WHITE 40,Footwear,Sneakers,2,6,111,24990,17990,30%,2.8,14990,40%,3.0,48125,44813,-3311,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN079501W25,B052,Bamers Coquimbo,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,1,6,60,24990,17990,30%,1.8,14990,40%,1.8,30625,27071,-3553,MEDIUM,Product is 60 weeks old,1.0,decrease
BMWSN0908AWHAS,B050,Bamers Curico II,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,1,6,45,24990,20990,15%,1.0,14990,40%,1.1,20990,16884,-4105,MEDIUM,Product is 45 weeks old,1.0,decrease
BMWCL036401S2,B056,Bamers Rosas,AIRLINE HIGH BLACK,Footwear,Clogs,1,6,167,34990,34990,0%,1.0,23990,30%,1.3,34990,30833,-4156,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.996,decrease
BMWBO075501W25,B047,Bamers Plaza Norte II,WOMEN BLAST MINI PLATF LEATH  BLK 35,Footwear,Boots,1,6,49,59990,59990,0%,1.3,35990,40%,2.1,79986,75722,-4264,MEDIUM,Product is 49 weeks old; Discounted in other channels,0.981,decrease
BMWSN079501W25,B022,Bamers Plaza Egaña,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,2,6,59,24990,16990,30%,2.5,14990,40%,2.6,43112,38552,-4560,MEDIUM,Size curve breaking (33% attrition); Product is 59 weeks old,1.0,decrease
BMWSN0908AWHAS,B046,Bamers Plaza Vespucio II,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,1,6,45,24990,17990,30%,2.0,14990,40%,2.1,36661,32088,-4572,MEDIUM,Size curve breaking (33% attrition); Product is 45 weeks old,1.0,decrease
BMWSN0908AWHAS,B022,Bamers Plaza Egaña,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,2,6,45,24990,17990,30%,2.8,14990,40%,2.9,48125,43400,-4724,MEDIUM,Size curve breaking (33% attrition); Product is 45 weeks old,1.0,decrease
BMWSN071316W4,B047,Bamers Plaza Norte II,WOMEN MUNICH WHITE 40,Footwear,Sneakers,3,6,111,24990,17990,30%,4.2,14990,40%,4.6,74375,69257,-5117,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN071316W4,B048,Bamers Parque Arauco II,WOMEN MUNICH WHITE 40,Footwear,Sneakers,2,6,111,24990,17990,30%,4.2,14990,40%,4.6,74375,69257,-5117,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN079501W25,B056,Bamers Rosas,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,2,6,59,24990,16990,30%,2.8,14990,40%,2.8,47657,42452,-5205,MEDIUM,Size curve breaking (33% attrition); Product is 59 weeks old,1.0,decrease
BMWCL036464S2,B019,Bamers Portal La Reina,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,1,6,167,34990,32990,0%,2.2,27990,20%,2.4,73485,68247,-5237,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWSN079501W25,B057,Bamers Puerto Varas II,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,2,6,59,24990,17990,30%,2.8,14990,40%,2.8,48125,42541,-5583,MEDIUM,Size curve breaking (40% attrition); Product is 59 weeks old,1.0,decrease
BMWCL036401S2,B058,Bamers Florida Center II,AIRLINE HIGH BLACK,Footwear,Clogs,2,6,167,34990,25990,20%,2.5,20990,40%,2.9,66006,60187,-5818,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWCL036401S2,B022,Bamers Plaza Egaña,AIRLINE HIGH BLACK,Footwear,Clogs,2,6,167,34990,34990,0%,3.5,27990,20%,4.2,122465,116595,-5869,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMWSN079501W25,B003,Bamers Open Plaza Rancagu,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,2,6,59,24990,17990,30%,3.0,14990,40%,3.1,52500,46408,-6091,MEDIUM,Product is 59 weeks old,1.0,decrease
BMWBO060001W2,B059,Bamers Alto las Condes II,BLAST MINI LEATHER BLACK 35,Footwear,Boots,2,6,166,54990,48990,15%,2.0,43990,20%,2.1,98990,92727,-6262,MEDIUM,Product is 166 weeks old,0.998,decrease
BMMCL031980S2,B011,Bamers Plaza Tobalaba,AIRLINE NAVY WHITE,Footwear,Clogs,1,6,167,26990,22990,15%,1.2,15990,40%,1.4,28677,22147,-6529,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWSN0908AWHAS,B002,Bamers Apumanque,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,2,6,45,24990,18990,20%,2.2,14990,40%,2.5,43301,36749,-6551,MEDIUM,Size curve breaking (50% attrition); Product is 45 weeks old,0.999,decrease
BMWCL032060S3,B602,Bamers Easton Center,WOMEN AIR LILAC 40,Footwear,Clogs,2,6,166,19990,15990,20%,5.0,13990,30%,5.2,80000,73190,-6809,MEDIUM,Size curve breaking (50% attrition); Product is 166 weeks old,1.0,decrease
BMWSN071316W4,B054,Bamers Mall Plaza La Sere,WOMEN MUNICH WHITE 40,Footwear,Sneakers,3,6,111,24990,17990,30%,5.8,14990,40%,6.3,100625,93701,-6923,MEDIUM,Product is 111 weeks old,1.0,decrease
BMWSN0908AWHAS,B058,Bamers Florida Center II,WOMEN MUNICH III ALL WHITE 36,Footwear,Sneakers,4,6,46,24990,17990,30%,4.5,14990,40%,4.7,78750,71018,-7731,MEDIUM,Product is 46 weeks old,1.0,decrease
BMWBO060037W2,B060,Bamers Marina Arauco II,BLAST MINI LEATHER CARAMEL 38,Footwear,Boots,2,6,166,54990,43990,20%,2.0,37990,30%,2.1,88000,80033,-7966,MEDIUM,Size curve breaking (33% attrition); Product is 166 weeks old,0.897,decrease
BMWCL004201W1,B019,Bamers Portal La Reina,REFUGIO BLACK 40,Footwear,Clogs,1,6,166,24990,21990,15%,1.5,14990,40%,1.7,33742,25750,-7992,MEDIUM,Product is 166 weeks old,1.0,decrease
BMWSN079501W25,B058,Bamers Florida Center II,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,3,6,60,24990,17990,30%,4.2,14990,40%,4.4,74375,65746,-8628,MEDIUM,Size curve breaking (33% attrition); Product is 60 weeks old,1.0,decrease
BMMCL031906S2,B002,Bamers Apumanque,AIRLINE BLACK WHITE,Footwear,Clogs,2,6,167,26990,20990,20%,2.2,15990,40%,2.5,47919,39280,-8638,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWCL031980S2,B058,Bamers Florida Center II,AIRLINE NAVY WHITE,Footwear,Clogs,2,7,167,26990,20990,20%,2.5,15990,40%,2.7,51956,43168,-8787,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWCL004201W1,B008,Bamers Arauco Maipu,REFUGIO BLACK 40,Footwear,Clogs,1,6,155,24990,24990,0%,1.2,14990,40%,1.5,31237,22363,-8873,MEDIUM,Product is 155 weeks old; Discounted in other channels,0.998,decrease
BMWCL036401S2,B011,Bamers Plaza Tobalaba,AIRLINE HIGH BLACK,Footwear,Clogs,2,6,167,34990,34990,0%,2.2,23990,30%,2.9,78727,69375,-9351,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.998,decrease
BMGCL036401W25,B003,Bamers Open Plaza Rancagu,GIRL AIRLINE HIGH BLACK 32,Footwear,Clogs,1,6,64,29990,29990,0%,1.0,17990,40%,1.1,29990,20294,-9695,MEDIUM,Product is 64 weeks old; Discounted in other channels,0.994,decrease
BMWSN079501W25,B008,Bamers Arauco Maipu,WOMEN NEW CANVAS PLATFORM II BLACK 35,Footwear,Sneakers,4,6,60,24990,17990,30%,5.0,14990,40%,5.2,87500,77348,-10151,MEDIUM,Product is 60 weeks old,1.0,decrease
BMWCL031906S2,B048,Bamers Parque Arauco II,AIRLINE BLACK WHITE,Footwear,Clogs,2,7,167,26990,26990,0%,4.2,21990,20%,4.7,114707,103757,-10949,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.996,decrease
BMWCL031980S2,B047,Bamers Plaza Norte II,AIRLINE NAVY WHITE,Footwear,Clogs,2,7,167,26990,26990,0%,4.0,21990,20%,4.4,107960,96227,-11732,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.991,decrease
BMWCL031906S2,B011,Bamers Plaza Tobalaba,AIRLINE BLACK WHITE,Footwear,Clogs,2,7,167,26990,26990,0%,2.5,18990,30%,2.9,67475,55323,-12151,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.996,decrease
BMMCL031906S2,B050,Bamers Curico II,AIRLINE BLACK WHITE,Footwear,Clogs,2,6,167,26990,25990,0%,5.2,21990,20%,5.7,136981,124792,-12188,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMWCL004201W1,B046,Bamers Plaza Vespucio II,REFUGIO BLACK 40,Footwear,Clogs,2,6,156,24990,21990,15%,2.5,14990,40%,2.8,54975,42550,-12424,MEDIUM,Size curve breaking (50% attrition); Product is 156 weeks old,1.0,decrease
BMMCL031980S2,B010,Bamers Portal Osorno,AIRLINE NAVY WHITE,Footwear,Clogs,2,6,167,26990,26990,0%,2.5,18990,30%,2.8,67475,53631,-13843,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.997,decrease
BMUSN073816S5,B049,Bamers El Trebol II,UNISEX KEPLER ATHLETIC WHITE 34,Footwear,Sneakers,2,6,72,19990,16990,15%,3.5,11990,40%,3.8,59482,45427,-14055,MEDIUM,Product is 72 weeks old,0.999,decrease
BMWCL031980S2,B022,Bamers Plaza Egaña,AIRLINE NAVY WHITE,Footwear,Clogs,2,7,167,26990,26990,0%,2.8,18990,30%,3.1,74222,59585,-14637,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.996,decrease
BMMCL031980S2,B058,Bamers Florida Center II,AIRLINE NAVY WHITE,Footwear,Clogs,2,6,167,26990,25990,0%,3.2,18990,30%,3.6,83331,68387,-14944,MEDIUM,Size curve breaking (33% attrition); Product is 167 weeks old,1.0,decrease
BMWCL004201W1,B024,Bamers Plaza Oeste,REFUGIO BLACK 40,Footwear,Clogs,3,6,167,24990,19990,20%,4.2,14990,40%,4.7,85000,69881,-15118,MEDIUM,Size curve breaking (33% attrition); Product is 167 weeks old,1.0,decrease
BMMCL031980S2,B003,Bamers Open Plaza Rancagu,AIRLINE NAVY WHITE,Footwear,Clogs,2,6,167,26990,26990,0%,2.8,18990,30%,3.1,74222,58994,-15227,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.996,decrease
BMMCL031980S2,B022,Bamers Plaza Egaña,AIRLINE NAVY WHITE,Footwear,Clogs,2,6,167,26990,26990,0%,2.8,18990,30%,3.1,74222,58994,-15227,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.997,decrease
BMWCL031980S2,B059,Bamers Alto las Condes II,AIRLINE NAVY WHITE,Footwear,Clogs,2,7,167,26990,26990,0%,3.0,18990,30%,3.4,80970,65001,-15968,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.993,decrease
BMWCL036464S2,B058,Bamers Florida Center II,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,2,6,167,34990,30990,15%,2.5,20990,40%,3.0,78737,62353,-16384,MEDIUM,Product is 167 weeks old,1.0,decrease
BMWCL036464S2,B024,Bamers Plaza Oeste,AIRLINE HIGH LIGHT GREY,Footwear,Clogs,3,6,167,34990,27990,20%,6.8,23990,30%,7.2,189000,172113,-16886,MEDIUM,Product is 167 weeks old,1.0,decrease
BMMCL031980S2,B046,Bamers Plaza Vespucio II,AIRLINE NAVY WHITE,Footwear,Clogs,2,6,167,26990,25990,0%,4.0,18990,30%,4.4,102570,84171,-18398,MEDIUM,Product is 167 weeks old; Discounted in other channels,1.0,decrease
BMMCL031980S2,B047,Bamers Plaza Norte II,AIRLINE NAVY WHITE,Footwear,Clogs,2,6,167,26990,26990,0%,3.5,18990,30%,4.0,94465,75084,-19380,MEDIUM,Product is 167 weeks old; Discounted in other channels,0.989,decrease
